"K","BS_F1","BS_F2","BS_F3","BS_F4","BS_F5","AUC_F1","AUC_F2","AUC_F3","AUC_F4","AUC_F5","BS_TestAvg","AUC_TestAvg"
36,0.0650934630290168,0.0701948365363422,0.0697888383430039,0.0649139109518563,0.0668020876406069,0.679770274493683,0.675008201068149,0.624124453935744,0.666519905487688,0.666291822414225,0.0673586273001652,0.662342931479898
37,0.0651001935765409,0.0701703192007601,0.069703362353351,0.0648579444813175,0.0667473397593551,0.679160343279001,0.676068829328316,0.624051382046171,0.668702211186033,0.663702041280351,0.0673158318742649,0.662336961423975
38,0.0651306615972815,0.0700158057551213,0.0696156966069856,0.0648468789262401,0.0668017420287967,0.679884658593378,0.680154452369622,0.623633687326043,0.668598864889582,0.662685373266802,0.067282156982885,0.662991407289086
39,0.0651940312140668,0.0700512631924878,0.0695931024159843,0.0648521753157607,0.0667910963446861,0.679010412120632,0.679790752825641,0.624807445696395,0.66802125819161,0.662841862752215,0.0672963336965972,0.662894346317298
40,0.06527283090919,0.0700471983524957,0.0696291589530439,0.06497395757933,0.066839632400524,0.677454436413703,0.679945049601875,0.622573815774575,0.666238180652158,0.664840956003512,0.0673525556389167,0.662210487689165
41,0.0652656562164904,0.0700820869375786,0.0696295405804533,0.0649765401343355,0.0666043654519156,0.678178047825928,0.678695440206109,0.622482969641592,0.666696868324077,0.670467044067713,0.0673116378641547,0.663304074013084
42,0.0650982939613784,0.0701012460720667,0.0695875216322626,0.0647562326003645,0.0666170814143999,0.683726908489905,0.679327214191154,0.623604063587027,0.673273515175625,0.670256108568775,0.0672320751360944,0.666037562002497
43,0.0649944825211196,0.0701130465896913,0.06961093859341,0.0647592620930974,0.0664731920255356,0.689930750106289,0.678487658202819,0.62331901738716,0.674297776072643,0.671031365012923,0.0671901843645708,0.667413313356367
44,0.0649927466320818,0.0701280885036083,0.0696022526319645,0.064822202836779,0.0668562859573915,0.690372096755574,0.678598518491626,0.622818047045131,0.672274029075702,0.663379816760058,0.067280315312365,0.665488501625618
45,0.0650024555699422,0.0701277256124958,0.0696228844205394,0.0648231439643565,0.0668314829245258,0.689632999496006,0.678385225889184,0.622010964733268,0.671510965325194,0.662118655327286,0.067281538498372,0.664731762154187
46,0.0650036760918909,0.0701282999279233,0.0696307067629257,0.0647912777625444,0.0668758863553214,0.689691071423544,0.678415696260961,0.621490903537206,0.671487606230791,0.662252887008428,0.0672859693801211,0.664667632892186
47,0.0650052952390154,0.0701284554302275,0.0694832824702223,0.0647940907878024,0.0668778921919888,0.689580206834608,0.678394302170139,0.624807445696395,0.671917979848888,0.662502859271779,0.0672578032238512,0.665440558764362
48,0.0650241072958939,0.070131743130566,0.0694896669834773,0.0647979034674165,0.066870164402855,0.689279992566793,0.678048431035176,0.624559922899282,0.672618044829641,0.66259599962196,0.0672627170560417,0.66542047819057
49,0.0650909437187695,0.0701992407476075,0.0695756586240272,0.0648463053667347,0.0669548800243289,0.687735631245372,0.671778341659741,0.623368719438176,0.671068558234222,0.659514834655333,0.0673334056962935,0.662693217046569
50,0.0651135878443391,0.0702103335496213,0.069607827105146,0.0649147186052694,0.0669137506340537,0.688657743064452,0.672680135003196,0.623606367655617,0.670142688674237,0.655074231489383,0.0673520435476859,0.662032233177377
51,0.065068230809161,0.0702059177409501,0.0695654051818895,0.0647794760025364,0.0669181354410043,0.688757697170032,0.673282735228029,0.626723114152774,0.676052539558272,0.654549632164102,0.0673074330351083,0.663873143654642
52,0.0650330633541242,0.0702080089880149,0.0695702479553727,0.0648233359085604,0.0668748423922735,0.689080084355634,0.677394290500635,0.626656625316316,0.67554501014351,0.660724289496645,0.0673018997196691,0.665880059962548
53,0.06503137929178,0.0702091066496608,0.0695774724222926,0.0648231304104607,0.0668648950305461,0.689099793615889,0.677492184673792,0.626667158201299,0.675830274235768,0.661296828708047,0.0673011967609481,0.666077247886959
54,0.0650551052259854,0.0702245289208619,0.0696486610958988,0.0648010401670851,0.0668834922675061,0.687817283895,0.677438375293845,0.626070075283795,0.67634275860995,0.662752831535131,0.0673225655354675,0.666084264923544
55,0.0650574057703652,0.0702259774987544,0.0695923052874881,0.0647287856504399,0.066847204710516,0.687867964849942,0.677206930129493,0.630008715962324,0.679668952082711,0.665518962964383,0.0672903357835127,0.668054305197771
56,0.0650520777660672,0.0702553454276387,0.0696417512119652,0.0647247558028759,0.0668607323370711,0.688603190647674,0.676427018273147,0.627085182074083,0.680113482727719,0.665947682517419,0.0673069325091236,0.667635311248009
57,0.0650944599375077,0.0702379190892535,0.0696362472744827,0.0647124458259193,0.0668658275700787,0.690038447135541,0.676379043645242,0.627416309645753,0.682570434748139,0.665926451996422,0.0673093799394484,0.668466137434219
58,0.0651398118735732,0.0701528043916568,0.0696408020358208,0.064562713837351,0.0668527624475834,0.688742563273764,0.679208250080066,0.62819837635578,0.685717541830475,0.66570592852026,0.0672697789171971,0.669514532012069
59,0.0651441288221705,0.0701515025221591,0.0695917329368892,0.0645590599006495,0.0667266059259437,0.688359640503093,0.679177779708288,0.632125167538702,0.685573848007328,0.666655823120996,0.0672346060215624,0.670378451775681
60,0.0650655096623994,0.0701990080043951,0.0695773204752498,0.0645718435301,0.0667372002542161,0.689454208349406,0.67627985286052,0.631874353215031,0.686627130809513,0.666012743791442,0.0672301763852721,0.670049657805182
61,0.0650450664445742,0.0702011632048984,0.0695746920591613,0.0645693565969263,0.0668289088650092,0.690755019526246,0.675701564102531,0.630665704663172,0.686752420497676,0.664986145372911,0.0672438374341139,0.669772170832507
62,0.0652109758544566,0.0701536612575275,0.0695940842404029,0.064520660736202,0.0668209798445642,0.687463573063636,0.675281461955472,0.629557776823967,0.687686784273808,0.665681273721683,0.0672600723866306,0.669134173967713
63,0.0652501003284191,0.0700819572483264,0.0695955228801699,0.0645131000961061,0.0668216330200139,0.686168393104011,0.67704290876652,0.629503795788426,0.688136977729581,0.665776468638411,0.0672524627146071,0.66932570880539
