"K","MSE_F1","MSE_F2","MSE_F3","MSE_F4","MSE_F5","MSE_TestAvg"
75,83.6026410708663,96.7285703084863,91.212555627065,88.3319864760748,93.4182814666528,90.658806989829
76,83.49981911268,96.6219451742411,91.3174131444442,88.1379426298327,93.4284894703927,90.6011219063182
77,83.4959567269711,96.615158617271,91.6138273416659,87.8795397338295,93.3338016206936,90.5876568080862
78,83.4993299061418,96.655246461231,95.7126021735203,87.8587912905478,93.3691711234431,91.4190281909768
79,83.2650838256318,96.6094108104966,95.693494133914,87.4799881312472,93.3153912849622,91.2726736372503
80,83.1237016964693,96.6099776950404,95.5220141880069,85.545578672262,93.324510506576,90.8251565516709
81,83.1463605066697,96.1155633628339,95.1462576069667,85.5490176349755,93.0373916488139,90.5989181520519
82,83.3057675471467,96.149668401785,95.051555479185,85.7913397767787,92.5721521404477,90.5740966690686
83,81.8627395482758,96.1371911466438,97.9147569888435,85.5504951648037,92.5240204660122,90.7978406629158
84,81.8610014209319,95.5284921873227,97.8503844479034,85.6128319009554,92.5302053229061,90.6765830560039
85,81.8005228999089,94.5689015597846,97.8609865577341,85.122949391508,91.8348628923414,90.2376446602554
86,81.8384580478495,94.5841499410563,97.5807376202626,85.0375924836038,90.7559590918616,89.9593794369268
87,81.9159296965027,94.2174612223775,97.5109451895618,85.0974064060489,90.73933107347,89.8962147175922
88,83.0351117510892,94.3183081592204,97.2485497362323,86.1179361696602,90.7370063008693,90.2913824234143
89,82.9946525729677,94.1177097573248,97.2772831276073,86.0901896052322,90.7013860303908,90.2362442187046
90,82.9944160243682,93.8265340375687,97.2716979916184,85.7914241925115,90.556864919661,90.0881874331455
91,84.052812204093,93.7706298048953,97.266161853662,85.7634369332344,90.1085898609151,90.19232613136
92,84.0215068175168,93.7762764561091,97.5090515025395,85.7494244550869,90.2937832290767,90.2700084920658
93,83.9604866657732,93.1084018414653,99.4732187997195,85.7494425100951,90.3048444253402,90.5192788484787
94,83.9402794530425,93.0867364332623,98.6760734822578,85.3509115062377,89.9561361271324,90.2020274003865
95,84.0009181158597,92.8125961584106,98.5350479739685,85.2764020297094,89.9571463820597,90.1164221320016
96,84.0074232186222,92.8169311953574,97.8973230179311,85.2935914352874,90.253719499187,90.053797673277
97,83.7691062184434,92.7987646768141,98.2027688605046,85.0257350083039,90.2125081020314,90.0017765732195
98,83.5671026811894,92.7852524054888,98.1992393543368,84.8613172912894,90.2364585272278,89.9298740519064
99,83.565699971669,92.615294990356,97.3230608288217,84.6128165476933,90.2365914587034,89.6706927594487
100,83.6725788764851,92.6423761380089,98.3434551614256,84.5257443077,89.9787842979913,89.8325877563222
101,83.5878616448167,92.6251425418125,97.5215656776124,84.5091381678337,90.0204333922664,89.6528282848684
102,82.9824857677693,92.6166469901774,97.1497307970127,88.4442674534219,90.0705687136853,90.2527399444133
103,82.7727554434835,92.5306571399628,97.1456220684663,87.5240618873112,89.9243951385829,89.9794983355614
104,82.9381699227854,92.4780744163518,96.3851545600893,89.0657166573315,89.7665859454145,90.1267403003945
105,82.9372416389348,92.3597896368073,95.6485583199388,88.967055275874,89.7501951828611,89.9325680108832
106,82.2171570347792,92.4065931090496,95.6904280361476,88.9557602961927,89.7566424204528,89.8053161793244
107,82.1302189963477,91.6923719041911,95.6730642053563,88.0045191301244,89.7711578564673,89.4542664184974
108,81.7812937361584,91.5760126106219,95.6857965588469,89.4490691588765,89.9246306425599,89.6833605414127
109,81.7524457986796,90.8423891234539,95.22836513003,89.5356601118784,89.6550536605609,89.4027827649206
110,81.778583808315,90.7948011461975,95.2697457585004,89.4837291164519,89.478092634616,89.3609904928162
111,81.5769486484868,90.7900543166437,95.1571377415587,89.4576349399092,89.4758671782348,89.2915285649666
112,81.9247893872221,90.7731809340328,95.286810513877,89.4130201486584,89.4939132664797,89.378342850054
113,81.947948825251,90.6949355313502,95.6285457496072,89.4269175009105,88.9526415041626,89.3301978222563
114,81.9833077304481,90.7251129319122,95.9040715132032,89.4532696853777,89.0238295377855,89.4179182797454
115,82.1908489906353,90.7449372361997,95.0437665721635,89.3675410050382,89.0529739877652,89.2800135583604
116,81.888334347391,90.7564862262808,94.0277291664678,89.4288819483786,91.1760159560243,89.4554895289085
117,81.905180409611,90.7917469243216,93.9677666391933,90.5641799632688,91.1671418047036,89.6792031482197
118,81.9134060866557,90.7956872212473,94.0303168665073,91.3393893167767,91.1376785001229,89.843295598262
119,81.9219723771671,90.7962037044109,94.195236343305,92.6870630537021,90.830863019461,90.0862676996092
120,82.1284570980341,90.690715096834,94.1869099617826,91.323174438414,90.8617204277139,89.8381954045557
121,82.1431816823403,90.1313237187476,94.1804253496561,94.7690914115788,91.0610088147893,90.4570061954224
122,81.9622288842678,90.2283425326697,94.1238400215704,95.034179180017,91.0120801148427,90.4721341466735
123,81.9578349597528,90.2283912711198,94.4342963068829,93.5987398327332,91.1292664355793,90.2697057612136
124,84.961990154692,90.2314076017957,93.6663275870976,93.6069813955475,96.7748329999,91.8483079478065
125,84.8507821738487,90.2746625998579,94.4408133763918,93.6457116184014,96.9906809390251,92.040530141505
126,84.8687041492873,90.7927420684405,94.6591210768398,93.6003410155368,98.2393523508993,92.4320521322007
127,84.4805578142958,90.7934955875827,94.9919437951323,93.7094992413501,98.2477372902109,92.4446467457144
128,85.3129689820404,92.3679489848117,97.4739338129736,94.9318502798824,101.101273707935,94.2375951535285
129,85.1983709678034,92.3585334003514,97.00275136285,94.9594786734067,101.112015457807,94.1262299724438
130,85.2170966773904,92.318678579616,97.2483983725474,95.171584423234,101.178232882119,94.2267981869814
131,84.6870075703787,93.2453150953287,97.123716508402,94.4954458268855,101.421183488965,94.194533697992
132,84.656110747219,93.2482660938582,97.3677671987048,94.471847875178,100.244076629939,93.9976137089798
133,84.6608920788721,93.2682718125656,95.9683333549849,94.1311355068138,100.123848504434,93.6304962515342
134,84.5628905894955,93.8825713042144,96.0531004339314,94.3306441754625,103.100312549435,94.3859038105077
135,84.672035588095,93.8869586803654,96.6412935642635,94.3058880588381,103.328317936271,94.5668987655666
136,84.6058717327661,94.0925346200557,96.4039567460875,92.6150449499859,103.414993165501,94.2264802428793
137,83.8846927365528,93.3363058541947,95.909757761105,92.661861872042,103.171896559625,93.792902956704
138,83.8000460061146,93.3111463119405,95.9427780638277,92.614513374685,101.8007210035,93.4938409520135
139,83.4488471493443,93.3070583574726,95.496134588876,92.1277520224338,103.812897749418,93.6385379735089
140,84.0929087313179,93.124722074548,96.0491608266522,92.0694391508637,102.903235337768,93.64789322423
141,83.9840980682085,93.1197564230075,95.606582221744,92.1202316322075,102.697801296305,93.5056939282946
142,83.9920199992898,94.0615420734072,95.5525658059811,92.0603081394785,102.822628558997,93.6978129154307
143,83.9147692615167,93.9574566080639,95.5949444335525,92.1111866913871,101.614502989635,93.4385719968311
144,83.9881791359214,93.9877494244177,95.8469028079551,92.1097561328723,101.662002748773,93.5189180499878
145,84.2453213542199,94.2479718178072,96.5763885352498,92.4761992884494,100.467570778615,93.6026903548683
146,84.9094993522095,95.0509485563973,96.2700733107188,92.3924200274706,102.685658376186,94.2617199245965
147,84.7764388772404,94.9923846522133,96.2337200533791,93.3845136188546,101.424454104113,94.1623022611601
148,84.9276916679449,95.0304197496468,96.2899846623209,93.376592472322,101.555359154778,94.2360095414025
149,84.9818710619549,94.9275461833728,96.4876000072577,93.1884196923848,101.611109824578,94.2393093539096
150,85.0026928762459,95.3743741083167,96.5164908670864,93.2198874206589,102.132309720035,94.4491509984685
151,85.0017959533387,95.7656634252482,96.5577731731087,93.293529271338,102.413355401731,94.606423444953
152,84.7458845323551,96.0958289520028,96.455998151312,94.12626511356,102.401312791864,94.7650579082188
153,84.9359718672159,96.1044043382872,96.4470973118745,94.1099774543348,102.401685632472,94.7998273208369
154,84.9321708912505,95.912033828417,96.4565278797391,94.1738300710257,102.41221050728,94.7773546355424
155,84.8107498282472,95.8719995348135,96.2923423599923,94.1810318396632,102.3962161488,94.7104679423034
156,84.8248203661268,96.1247058759539,97.1526684052725,93.2661551960046,102.241539100341,94.7219777887397
157,84.979773494956,96.1045428141238,99.4756043056093,93.5454980368021,101.982787853145,95.2176413009272
158,84.897914957839,96.1198201400595,99.5313047040676,93.6033460097266,102.287773603681,95.2880318830747
159,84.8984950559576,96.1995968661081,99.261372218355,93.6114450733671,102.259763239195,95.2461344905966
160,85.6688011141967,96.2314779970382,99.365351041444,93.698483595604,103.499020460083,95.6926268416733
161,85.5325302547168,95.8554876253879,99.1136142908614,93.5756331525784,103.419463627977,95.4993457903042
162,85.5109251163655,95.7194543082025,97.744741696713,93.5641452124477,103.356919901734,95.1792372470925
163,84.9209580092059,95.607658161685,97.8931268336102,93.2860734481372,103.3582543311,95.0132141567476
164,84.7640299237197,95.7131428968038,97.8178806547775,94.2355492639769,103.292172144662,95.1645549767879
165,84.760133376703,96.1289864256267,98.8164418215315,94.1588748244794,101.899212743392,95.1527298383465
166,84.8157489001058,96.1819259973039,98.8627172871004,96.2286002230044,109.324714203021,97.0827413221072
167,83.0865379858057,96.1919931718544,98.8997338306691,96.1180256366675,109.363960598551,96.7320502447096
168,83.2245755556556,96.1957684601261,99.1589514897283,96.0952592052297,109.397765969903,96.8144641361286
169,83.2097114697924,96.2541866122741,99.1258919027598,96.6099033668848,109.432682629939,96.92647519633
170,81.3003828110462,95.1726736527593,98.8590496211905,94.6928498199347,106.576844393466,95.3203600596794
171,81.2044740412467,94.9670404211968,97.772035920672,94.7443249100637,106.409392811816,95.019453620999
172,81.1069585588238,95.216123008358,97.7304669871901,94.5510272497618,104.608830060822,94.6426811729912
173,81.1458914147472,95.2304363519523,97.635319394306,94.672001383644,104.625413619126,94.6618124327552
174,81.4301527741992,95.0302145890543,97.8483292493118,95.5448496785285,103.973679063309,94.7654450708806
175,81.4978914251434,95.0225112450638,97.8591983904653,95.6236998483413,104.020773609422,94.8048149036872
176,82.1522110282137,95.0882187310596,97.3357095988301,96.9883668483246,104.036364891362,95.120174219558
177,82.1405780245407,94.7721728655718,97.4686630892915,96.9985044912824,103.531429085567,94.9822695112507
